id,gene,description
cg08555112,TOB1,transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]
cg08817644,ZNF682,zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]
cg08895021,CARS,cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]
cg08904363,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
cg09188868,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]
cg09315918,FAM72A,family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]
cg09382850,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
cg09510979,FAM20B,FAM20B, glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]
cg09791324,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
cg10061117,SORL1,sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]
cg10168687,FOSB,FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]
cg10281852,FLJ10661,NA
cg10377582,POU6F1,POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]
cg10662871,MYH9,myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
cg11003009,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]
cg11035813,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg11102782,ISYNA1,inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]
cg11146884,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]
cg11335411,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]
cg11534677,KBTBD2,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
cg11623861,ZNF793,zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]
cg11781976,ADPGK,ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
cg12232274,LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]
cg12265604,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
cg12267291,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
cg12382398,ANPEP,alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]
cg12753450,SC5DL,NA
cg12914047,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg12977171,STX3,syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]
cg13652887,TRIM3,tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
cg13722619,CDCP1,CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]
cg13795696,TMEM57,NA
cg13883633,MGA,MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]
cg14204843,RRS1,ribosome biogenesis regulator homolog [Source:HGNC Symbol;Acc:HGNC:17083]
cg14539658,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg15312298,FAM84B,family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]
cg15664905,PHLDB3,pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]
cg15684116,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
cg15831598,PPAN,peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]
cg16402817,COBLL1,cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]
cg16747861,TRAPPC6B,trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]
cg16931465,ZBTB2,zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20868]
cg16987848,FBXO25,F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]
cg17168630,PLAUR,plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
cg17296482,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]
cg17601843,MICALL1,MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]
cg18064575,ZNF776,zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765]
cg18288168,RSPH3,radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]
cg18503260,CA13,carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]
cg18942110,CRTC3,CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]
cg19016967,SMARCD2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
cg19515317,TRIM68,tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
cg19551420,LMO2,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
cg19587434,SPATA20,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
cg19910922,C7orf55,NA
cg20249462,AP1B1,adaptor related protein complex 1 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:554]
cg20516256,SFRS5,NA
cg20781140,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg21542174,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]
cg21612701,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg22810403,FAM176B,NA
cg23117316,PL-5283,NA
cg23547048,PCGF3,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]
cg23683058,KIAA0427,NA
cg24257490,ASRGL1,asparaginase like 1 [Source:HGNC Symbol;Acc:HGNC:16448]
cg25122699,CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]
cg25166437,SCARF1,scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]
cg25183989,SYCP2,synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
cg25744613,ZBTB16,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
cg25793571,ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
cg26489057,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]
cg26766373,ARRB1,arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]
cg26929261,ARL10,ADP ribosylation factor like GTPase 10 [Source:HGNC Symbol;Acc:HGNC:22042]
cg26965779,HLA-H,major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]
