id,gene,description
cg00023464,CARKD,NA
cg12043747,SERPINH1,serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]
cg12618251,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
cg13287523,HAPLN3,hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]
cg13551088,ZNF573,zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]
cg13575298,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]
cg13621396,STIM2,stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]
cg13916266,CHD3,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]
cg13977427,TRIM27,tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]
cg14042851,ZNF471,zinc finger protein 471 [Source:HGNC Symbol;Acc:HGNC:23226]
cg14063809,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]
cg14974711,MMP25,matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]
cg15407162,ZNF193,NA
cg15822222,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
cg15975802,PTPN6,protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]
cg17270808,POGK,pogo transposable element derived with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800]
cg18039296,LPPR2,NA
cg18931633,CLU,clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
cg19722847,IPO8,importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]
cg20806180,MGAT3,mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]
cg21211608,RAP1B,RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]
cg21549639,TOMM40,translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]
cg22886237,ZNF566,zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]
cg24452005,VAPA,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]
cg24495008,KIF7,kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]
cg24968336,KCNK6,potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]
cg26206598,PREX1,phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]
cg26220336,FAM83D,family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]
cg26534677,CCDC25,coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:HGNC:25591]
cg26898064,ZNF643,NA
cg27150417,SNX21,sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154]
