id,gene,description
cg11108432,PINX1,PIN2/TERF1 interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]
cg11249313,DOCK10,dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]
cg11458974,HMOX1,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
cg11512800,ENDOD1,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]
cg11613243,CCNE1,cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]
cg12410273,GOLM1,golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]
cg12592716,CUL1,cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]
cg13153661,TOP1MT,DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]
cg13291394,USP46,ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]
cg13383490,TSG101,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
cg15076659,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
cg15604242,RAB3D,RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]
cg16019700,SOCS2,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]
cg16330965,SNAPC5,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
cg16655206,CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]
cg17098103,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]
cg17218026,ADAR,adenosine deaminase, RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
cg17425616,SNX2,sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]
cg18963800,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]
cg19880722,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470]
cg19881895,SLC43A3,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
cg20971158,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
cg21030419,SNX8,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
cg21250978,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]
cg21500342,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
cg23153680,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
cg23194609,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
cg24306924,GPT2,glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]
cg26135716,GLUL,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
cg26916373,BIK,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]
