id,gene,description
cg12657283,FYN,FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]
cg13209487,SRXN1,sulfiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:16132]
cg13703948,ZAP70,zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]
cg13713218,KIAA1529,NA
cg14121103,ABHD5,abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
cg14126601,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]
cg14129169,ZNF788,zinc finger family member 788 [Source:HGNC Symbol;Acc:HGNC:33112]
cg14215464,SLC24A6,NA
cg14415844,CCDC88C,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
cg14420245,ACVR2A,activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]
cg14611683,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
cg14751914,SMAD7,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]
cg15175129,MSRB3,methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]
cg15500320,JUN,Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]
cg15720675,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]
cg15864104,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
cg15893346,GUSB,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]
cg16099476,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
cg16180531,SLCO4A1,solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]
cg16299440,AGAP7,NA
cg16423756,UBASH3B,ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884]
cg16742990,RNF146,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
cg17181543,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]
cg17634588,EIF2C2,NA
cg17706896,MYPOP,Myb related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:HGNC:20178]
cg17931972,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
cg18042079,UTP6,UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]
cg18212055,RTKN2,rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]
cg18237551,ZNF300,zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]
cg18280057,MTSS1,MTSS1, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:20443]
cg18697156,KLHL7,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
cg18809841,CYC1,cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]
cg18929903,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]
cg19476647,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]
cg19972590,C22orf28,NA
cg20234170,CAT,catalase [Source:HGNC Symbol;Acc:HGNC:1516]
cg21867891,ZNF532,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
cg22083684,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]
cg22300819,ATP6V1H,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]
cg22370480,ADD2,adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
cg22835709,INO80,INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]
cg23686403,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]
cg24286767,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
cg24454143,FLT3,fms related tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]
cg24923526,SH3GL1,SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
cg25325038,AMOTL1,angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]
cg25527915,FRAT1,FRAT1, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:3944]
cg26585644,DCI,NA
cg26972554,FLJ44606,NA
cg27369452,DNMT3A,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]
