id,gene,description
cg05596664,TNIK,TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]
cg05806645,PPP1R3B,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
cg06046705,ANKRD50,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]
cg06191390,SFXN5,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]
cg06546607,PEPD,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]
cg07180252,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
cg07639694,KCTD11,potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]
cg08142848,ST3GAL3,ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]
cg08169325,STX2,syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]
cg08428707,CHMP4B,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]
cg08496953,C17orf104,NA
cg08727957,FOXP4,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]
cg09322984,LRRC16A,NA
cg10162261,MAFF,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
cg10348543,MOSPD3,motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]
cg10533351,NAA20,N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]
cg10878170,CREBL2,cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
cg11668079,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
cg11928635,ZNF318,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]
cg12311346,C5orf35,NA
cg12897901,ST3GAL4,ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
cg13118545,NFE2L3,nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]
cg13468252,C1orf128,NA
cg13588599,SLC27A4,solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]
cg13977355,C9orf167,NA
cg13981356,IMPACT,impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]
cg14003794,LRRC3,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
cg14276242,ZNF594,zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]
cg14382259,GTF2I,general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]
cg14542238,TGOLN2,trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]
cg15269226,PLXNB2,plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]
cg15417498,NFIL3,nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]
cg15712267,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
cg16262623,UBTF,upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:HGNC:12511]
cg17122244,SAPS2,NA
cg21539223,DCP2,decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]
cg21682902,HAL,histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]
cg22366350,PTGES3,prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]
cg22822383,ZNF446,zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036]
cg22843797,TNFRSF10A,TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]
cg23010258,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
cg23034356,RAB1B,RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]
cg23081353,EEA1,early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
cg23171628,C12orf75,chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]
cg24362016,ZNF44,zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]
cg25823214,MYEOV2,NA
