id,gene,description
cg02456791,RAD21,RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]
cg02550119,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
cg02562109,TMEM170B,transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]
cg02621032,ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]
cg02634421,TRAP1,TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
cg02637359,HSF2,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
cg02690968,TRIM44,tripartite motif containing 44 [Source:HGNC Symbol;Acc:HGNC:19016]
cg02822838,TFEB,transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
cg02834449,C16orf74,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02885771,LTV1,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]
cg02896624,SDCBP,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
cg02930951,CEBPB,CCAAT/enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]
cg02930996,B4GALT6,beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]
cg02935305,MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]
cg02959669,ZNF256,zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049]
cg02995055,KIAA0564,NA
cg03004599,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg03005261,CCDC109B,NA
cg03006225,PLEKHM2,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
cg03020545,KCNQ5,potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]
cg03028106,CBX6,chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]
cg03036777,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
cg03049303,C10orf76,chromosome 10 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25788]
cg03063797,SAV1,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
cg03080985,SH3BGRL2,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]
cg03087897,PKN1,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]
cg03131358,CCDC134,coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
cg03142365,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]
cg03154580,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]
cg03222009,HS6ST1,heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]
cg03232933,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
cg03267254,C21orf63,NA
cg03280026,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]
cg03329160,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]
cg03340119,LOC149134,NA
cg03344955,MCCC1,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
cg03359362,SLC1A5,solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
cg03393105,MRPS5,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]
cg03424478,ASAP2,ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
cg03434128,ZNF347,zinc finger protein 347 [Source:HGNC Symbol;Acc:HGNC:16447]
cg03476007,INPP4B,inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]
cg03506609,C1orf113,NA
cg03514937,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]
cg03600516,FAM105A,family with sequence similarity 105 member A [Source:HGNC Symbol;Acc:HGNC:25629]
cg03611632,CSNK1A1,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]
cg03680032,SESN3,sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]
cg03689458,PARP15,poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]
cg03717830,TRIM26,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]
cg03719283,GUCY1A3,NA
cg03931678,NUP210,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
cg03989451,MAP1B,microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]
cg03992114,ATP11A,ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]
cg03995337,PROSC,NA
cg04058169,BUB3,BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
cg04093149,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]
cg04096472,CREB3L2,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
cg04099094,KCTD7,potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]
cg04100190,COL9A2,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
cg04112169,ICOSLG,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
cg04222920,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
cg04258457,ERN1,endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
cg04306507,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
cg04311230,SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
cg04315434,CTSB,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
cg04347447,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04393391,FAM49B,family with sequence similarity 49 member B [Source:HGNC Symbol;Acc:HGNC:25216]
cg04395689,ATP6V1B2,ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]
cg04455646,IRAK2,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
cg04490349,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
cg04521957,SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
cg04536765,BAT3,NA
cg04558386,CCDC90A,NA
cg04561822,GNA11,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
cg04564737,ZC3H14,zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]
cg04581377,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]
cg04687486,FUT10,fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]
cg04745100,TP53I11,tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04803798,SLC39A4,solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]
cg04846203,MPZL1,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]
cg04882349,FAM159A,NA
cg04890406,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]
cg04892919,MFSD6,major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
cg04925385,DHRS12,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
cg05047710,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
cg05194114,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
cg05216029,NECAP2,NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]
cg05245650,CDC42EP3,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
cg05258027,TBPL1,TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]
cg05315865,ZDHHC2,zinc finger DHHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:18469]
cg05348871,PRR5L,proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]
cg05352767,UFSP2,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
cg05493526,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]
cg05539369,FNIP2,folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]
cg05592245,REEP3,receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]
cg05656830,COMMD3,COMM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23332]
cg05674199,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
cg05756257,SULF2,sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
cg05906777,MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
cg05949660,MICAL1,microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]
cg05965417,M6PR,mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]
cg05974498,ZNF841,zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]
cg05983218,AGPAT6,NA
cg06062519,ARID5B,AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]
cg06080267,MAN1C1,mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]
cg06096805,FAM102A,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]
cg06121469,SPG11,SPG11, spatacsin vesicle trafficking associated [Source:HGNC Symbol;Acc:HGNC:11226]
cg06246950,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
cg06269035,CRAMP1L,NA
cg06272010,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
cg06292277,CLCN3,chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]
cg06332859,CXCR4,C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]
cg06350161,ELOVL1,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]
cg06390653,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
cg06394476,ACTR2,ARP2 actin related protein 2 homolog [Source:HGNC Symbol;Acc:HGNC:169]
cg06397398,ZNF331,zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]
cg06600287,ECHDC2,enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]
cg06615754,ZNF551,zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]
cg06669752,SIL1,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]
cg06672250,EPB49,NA
cg06754224,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]
cg06778853,PHF13,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
cg06811467,ATP8B2,ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]
cg06816054,PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
cg06928983,EMB,embigin [Source:HGNC Symbol;Acc:HGNC:30465]
cg06935264,ALOX5,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
cg06987504,EIF3E,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
cg07017242,IMPDH1,inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
cg07164133,FRMD4B,FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]
cg07305215,ZFP161,NA
cg07313709,RAB11FIP1,RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]
cg07338698,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg07392897,FKBP9,FK506 binding protein 9 [Source:HGNC Symbol;Acc:HGNC:3725]
cg07523098,ARHGAP12,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]
cg07557424,C9orf23,NA
cg07566050,PEA15,proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822]
cg07596299,C11orf51,NA
cg07611000,EHBP1L1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682]
cg07647825,SLC46A3,solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]
cg07663765,KIAA1609,NA
cg07682663,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg07780086,MRFAP1L1,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]
cg07967677,TSTD1,thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]
cg08069370,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
cg08110500,DCP1B,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
cg08122232,EXOC7,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
cg08268254,DCAF5,DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]
cg08599266,ADCY3,adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]
cg08625590,PLXDC2,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
cg08648346,ZNF514,zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]
cg08678925,ALPK3,alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]
cg08705285,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]
cg08719486,DAPK1,death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]
cg08750028,RNF41,ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]
cg08777167,GPR135,G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]
cg08815320,FUK,fucokinase [Source:HGNC Symbol;Acc:HGNC:29500]
cg08949974,RBM47,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]
cg08970050,CCNG1,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]
cg09029571,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
cg09053081,CD40,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
cg09056501,RNFT1,ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]
cg09086761,MTA2,metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]
cg09130963,DHCR24,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
cg09142020,AGAP1,ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]
cg09154639,RAE1,ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]
cg09155852,MAPKAP1,mitogen-activated protein kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]
cg09257332,ZFP82,ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]
cg09276883,HHAT,hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270]
cg09292875,LRP10,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]
cg09462826,FADS1,fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574]
cg09487245,PTPN18,protein tyrosine phosphatase, non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]
cg09624910,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2 [Source:HGNC Symbol;Acc:HGNC:17044]
cg09631475,SAMD4A,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
cg09691861,SEPT11,septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
cg09704223,SEPX1,NA
cg09717809,BOLA3,bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]
cg09879797,WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
cg10057295,STK24,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
cg10069121,S100A11,S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]
cg10119679,INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]
cg10154122,SPINT2,serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
cg10168763,ADCY9,adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]
cg10284440,MLKL,mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]
cg10287137,P2RY2,purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]
cg10482024,AK3L1,NA
cg10482632,CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]
cg10533331,RASGRP1,RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]
cg10716909,LOC647121,NA
cg10830905,METTL10,NA
cg10952477,ARHGEF12,Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
cg11007423,SPPL2A,signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]
cg11072113,VWCE,von Willebrand factor C and EGF domains [Source:HGNC Symbol;Acc:HGNC:26487]
cg11088051,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
cg11200358,C6orf62,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
cg11257888,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
cg11318576,CDC42SE2,CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]
cg11320084,RNF2,ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]
cg11354057,SLC36A4,solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
cg11372683,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207]
cg11393773,C6orf136,chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]
cg11537406,SLC37A2,solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]
cg11636228,ZNF442,zinc finger protein 442 [Source:HGNC Symbol;Acc:HGNC:20877]
cg11639001,CEP164,centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]
