id,gene,description
cg11325604,TULP3,tubby like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]
cg11571761,ELL2,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]
cg12480416,PVT1,Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:9709]
cg12722569,RNASET2,ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
cg12726807,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg12869659,ZNF238,NA
cg12997404,C2CD2L,C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]
cg13393830,ZNF577,zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]
cg13488395,MMP17,matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]
cg13849825,CCNB1,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
cg14392031,NIPSNAP3B,nipsnap homolog 3B [Source:HGNC Symbol;Acc:HGNC:23641]
cg15195538,GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]
cg15692687,ELP3,elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696]
cg16251576,LOC338758,NA
cg16323609,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]
cg17365962,ABCF1,ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]
cg17711870,WWP1,WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]
cg18892446,ENC1,ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]
cg19350839,VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]
cg19434221,ABHD12,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868]
cg20220242,RWDD2B,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
cg20530204,B3GALT4,beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]
cg20874811,TRIM25,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
cg21152671,TRAF1,TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]
cg22092521,CFD,complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]
cg23548201,TNK2,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
cg23591853,IFT172,intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]
cg25226572,ADO,2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]
cg27111970,PURA,purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]
