id,gene,description
cg03210848,AP2A1,adaptor related protein complex 2 alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:561]
cg03302259,ACP5,acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]
cg03341334,DUSP23,dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]
cg03354519,ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
cg03358887,C6orf72,NA
cg03361664,OSBPL5,oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]
cg03371918,PRKCA,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
cg03379367,USP31,ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]
cg03452895,GCA,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
cg03496289,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
cg03509329,LRRC16B,NA
cg03539765,LOC144571,NA
cg03566479,TP53I3,tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]
cg03601354,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
cg03613649,FGF11,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
cg03887534,BCL2L13,BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
cg03919657,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
cg03997390,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
cg04101806,AFF3,AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]
cg04146745,ZNF662,zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]
cg04157804,NBPF3,NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]
cg04317366,PRPF8,pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]
cg04350358,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]
cg04399632,TXNDC11,thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
cg04424621,HIST1H2BJ,histone cluster 1 H2B family member j [Source:HGNC Symbol;Acc:HGNC:4761]
cg04501438,SP4,Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
cg04540406,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
cg04545296,ZNF641,zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]
cg04658021,PER1,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
cg04722756,DENND4B,DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]
cg04770751,STXBP2,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
cg04794505,PBX3,PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]
cg04817908,NRGN,neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]
cg04823720,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
cg04837170,CCDC154,coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]
cg04907151,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]
cg05047319,TMEM135,transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]
cg05113734,DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
cg05165378,ZNF655,zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]
cg05272888,ANUBL1,NA
cg05277991,MITF,melanogenesis associated transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
cg05340597,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
cg05365670,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
cg05540413,ZNF32,zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]
cg05564266,C6orf204,NA
cg05582585,DCTN4,dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
cg05657805,ZNF642,NA
cg05671585,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]
cg05725531,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]
cg05868799,NCOA2,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]
cg06040590,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]
cg06043114,TSPAN2,tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]
cg06060335,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
cg06079710,RNLS,renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]
cg06232999,LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
cg06284244,YES1,YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]
cg06409153,ABCA5,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
cg06419476,POU2F2,POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]
cg06508879,IGSF9B,immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
cg06637938,RPS6KL1,ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]
cg06705237,FBP1,fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]
cg06738602,PTGER2,prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]
cg06894032,SMTN,smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
cg06942685,ZNF542,NA
cg06988775,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
cg07026490,KIFC3,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
cg07046885,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
cg07086380,TNFAIP8,TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]
cg07145930,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
cg07160163,SYK,spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
cg07160277,MARCH1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]
cg07356114,KBTBD11,kelch repeat and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104]
cg07380405,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
cg07473175,AMIGO2,adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg07824483,MAFG,MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
cg07847949,CHD7,chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]
cg07862535,LUC7L2,LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]
cg07884734,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]
cg07914107,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
cg07956515,FAM126A,family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]
cg07980216,OSBP2,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
cg08014158,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]
cg08131100,KRBA1,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
cg08141806,FBXO21,F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]
cg08181646,SIK2,salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]
cg08325885,PPP3CC,protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]
cg08358683,NNT,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
cg08455184,KLF1,Kruppel like factor 1 [Source:HGNC Symbol;Acc:HGNC:6345]
cg08531263,ZNF468,zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105]
cg08702941,BEND4,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
cg08737815,SDHB,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
cg08830672,ATP6V0D1,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]
cg08863844,MRC2,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]
cg08898775,ADAM10,ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
cg08955358,SLC45A4,solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
cg09105193,CPM,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]
cg09135866,ZNF611,zinc finger protein 611 [Source:HGNC Symbol;Acc:HGNC:28766]
cg09151381,PAIP2B,poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]
cg09173587,PRNP,prion protein [Source:HGNC Symbol;Acc:HGNC:9449]
cg09184043,ZNF815,NA
cg09239756,CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
cg09367648,P4HTM,prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
cg09450367,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503]
cg09593286,SQRDL,NA
cg09747514,JMY,junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]
cg09775780,ZNF286B,zinc finger protein 286B [Source:HGNC Symbol;Acc:HGNC:33241]
cg10221365,JMJD5,NA
cg10377144,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]
cg10499172,DCPS,decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]
cg10764101,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg10797387,INF2,inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]
cg11114063,STXBP5,syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]
cg11186933,TTC35,NA
cg11395799,DENND2C,DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]
cg11495854,RNF145,ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]
cg11515215,LOC387647,NA
cg11542402,OPTN,optineurin [Source:HGNC Symbol;Acc:HGNC:17142]
cg11605355,SLC22A16,solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]
cg11738162,VOPP1,VOPP1, WBP1/VOPP1 family member [Source:HGNC Symbol;Acc:HGNC:34518]
cg12048536,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2 [Source:HGNC Symbol;Acc:HGNC:20105]
cg12073479,WNT16,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]
cg12177010,SERF2,small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]
cg12187049,MCCC2,methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]
cg12191964,THADA,THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]
cg12306853,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]
cg12355862,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
cg12794432,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
cg12850810,HEBP2,heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]
cg12864568,SLCO4C1,solute carrier organic anion transporter family member 4C1 [Source:HGNC Symbol;Acc:HGNC:23612]
cg12926720,TGFBR2,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]
cg13282195,NAPRT1,NA
cg13521538,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
cg13559144,DDX55,DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]
cg13560576,ERMP1,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
cg13646917,PTPRJ,protein tyrosine phosphatase, receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]
cg13939462,PPIL1,peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]
cg14026927,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
cg14080001,SNX33,sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]
cg14159818,C20orf27,chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]
cg14215970,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383]
cg14242680,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]
cg14325649,RBMS1,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
cg14420982,GNAQ,G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]
cg14430738,ABT1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
cg14459011,NHEDC2,NA
cg14462645,PAQR8,progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]
cg14519515,ADRBK1,NA
cg14528319,GIPC1,GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
cg14599440,MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
cg14633139,OGDH,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]
cg14776578,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
cg15032239,CYFIP1,cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]
cg15175162,FBXL5,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]
cg15236340,ZNF610,zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687]
cg15333689,SLU7,SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]
cg15345388,CCT4,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
cg15361231,GLRX2,glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
cg15626307,CTTNBP2NL,CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]
cg15683488,ZFYVE9,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
cg15846482,UEVLD,UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]
cg15975824,MAGI3,membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]
cg16092834,C4orf32,NA
cg16204509,ALDH1L2,aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]
cg16341159,DLG4,discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]
cg16489360,TMEM209,transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]
cg16568641,LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]
cg16961218,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]
cg17079530,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]
cg17215449,TYMP,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
cg17460200,PRR24,NA
cg17567700,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
cg17780595,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]
cg18174654,CD8A,CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
cg18206867,B3GNT2,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]
cg18251612,MAFB,MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]
cg18400182,CD7,CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]
cg18425877,INPP5F,inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]
cg18513200,BOD1L,NA
cg18568653,SERGEF,secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
cg18804206,FLII,FLII, actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]
cg18815765,SEC14L1,SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
cg19071452,NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
cg19187185,RRAGD,Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]
cg19221369,TAF13,TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]
cg19280776,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]
cg19498319,TSPAN13,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]
cg19569684,MGC29506,NA
cg19590858,EAPP,E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]
cg19696794,RREB1,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]
cg19699211,SDK2,sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]
cg19702703,AFAP1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
cg19764555,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
cg19782271,STK10,serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]
cg19789762,ECSIT,ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]
cg19873021,GPR108,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]
cg20074395,SNPH,syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]
cg20114528,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
cg20122491,ZKSCAN5,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]
cg20182189,CDV3,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
cg20253659,LTBP1,latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]
cg20457147,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]
