id,gene,description
cg23424268,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg23435746,TWSG1,twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]
cg23575320,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2 [Source:HGNC Symbol;Acc:HGNC:20105]
cg23684521,NPTN,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]
cg24687335,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]
cg25160554,ARL6,ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210]
cg25267732,CCDC112,coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]
cg25536676,DHCR24,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
cg26297688,C12orf23,NA
cg26610808,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
cg26611683,FOXO1,forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
cg27201297,CTDSPL,CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890]
