id,gene,description
cg01337293,RUNX1,runt related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
cg01662334,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]
cg01884537,RAD18,RAD18, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]
cg01953390,PGAM2,phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]
cg02050181,NRD1,NA
cg02088626,PARP1,poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]
cg02150674,PHYH,phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]
cg02221347,DARS,aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:2678]
cg02229586,C7orf26,chromosome 7 open reading frame 26 [Source:HGNC Symbol;Acc:HGNC:21702]
cg02251172,PAOX,polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]
cg02459447,PLEKHH3,pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]
cg02483271,GLI3,GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]
cg02562052,ALS2CR4,NA
cg02605776,C1orf103,NA
cg02639634,RGS20,regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
cg02712222,SSR1,signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]
cg02833108,TAF4B,TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]
cg02953624,EIF4G3,eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
cg02972026,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg03362871,PIM3,Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]
cg03388025,SPIRE2,spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623]
cg03522245,NINL,ninein like [Source:HGNC Symbol;Acc:HGNC:29163]
cg03731358,CWF19L1,CWF19 like 1, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:25613]
cg04094723,ITGB4,integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]
cg04311230,SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
cg04318602,ERO1L,NA
cg04390143,KIAA1033,NA
cg04427462,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]
cg04886391,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
cg05203615,SLC38A10,solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]
cg05208423,FAR1,fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]
cg05286280,C3orf70,chromosome 3 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:33731]
cg05564831,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]
cg05616010,ZSCAN18,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]
cg05747376,GNPDA2,glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526]
cg05979879,AFTPH,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]
cg06027949,SNX16,sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]
cg06047828,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]
cg06241380,CTCF,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
cg06286300,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
cg06296613,CEP120,centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]
cg06845268,GFPT1,glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
cg07293947,SFXN1,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]
cg07316489,NIPBL,NIPBL, cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]
cg07399369,CHST2,carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]
cg07678583,L3MBTL,NA
cg07753203,OLFML2A,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]
cg08425760,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]
cg08573295,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]
cg08612140,NPM3,nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931]
cg08644711,RB1,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]
cg08828193,ZMYND11,zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
cg09041527,FDFT1,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
cg09159285,KLHL21,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
cg09619598,SNX30,sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]
cg09892390,ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
cg10045446,LSM5,LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]
cg10113467,TBC1D4,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
cg10894697,CASP7,caspase 7 [Source:HGNC Symbol;Acc:HGNC:1508]
cg11127482,DGAT1,diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]
cg11226328,EPB41,erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]
cg11297723,TFCP2,transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]
cg11366788,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
cg11685814,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
cg11928275,NFATC1,nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]
cg12104477,ARID3B,AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]
cg12930251,CENPB,centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852]
cg13052755,PVT1,Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:9709]
cg13116840,C1orf31,NA
cg13303461,UBE2L6,ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]
cg13599248,SLC17A5,solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]
cg13612317,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
cg13614468,GTF2F1,general transcription factor IIF subunit 1 [Source:HGNC Symbol;Acc:HGNC:4652]
cg13819869,FOS,Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
cg13879937,EHD4,EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]
cg14026927,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
cg14064488,SNX10,sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]
cg14152948,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]
cg14159790,C9orf142,NA
cg14600997,ZER1,zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]
cg14623313,APPBP2,amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]
cg15357639,OGG1,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
cg15435718,ETV2,ETS variant 2 [Source:HGNC Symbol;Acc:HGNC:3491]
cg15475650,PRDX3,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]
cg15848147,USP53,ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]
cg15893346,GUSB,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]
cg16603012,APRT,adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]
cg16704389,KATNB1,katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]
cg17140815,ATP6V1F,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]
cg17231677,FAM178A,NA
cg17849948,SPATA2,spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]
cg18078821,MGEA5,meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
cg18237551,ZNF300,zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]
cg18355925,SRD5A3,steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]
cg18548288,ZNF766,zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]
cg19040620,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]
cg19410967,CASP8AP2,caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]
cg19558503,PLEKHA8,pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]
cg19628745,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
cg20010873,ACTR5,ARP5 actin related protein 5 homolog [Source:HGNC Symbol;Acc:HGNC:14671]
cg20074048,SECISBP2,SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]
cg20530204,B3GALT4,beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]
cg21411834,KCTD3,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]
cg21455983,SLC17A9,solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192]
cg21783428,BPHL,biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]
cg21919448,HDAC5,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
cg22572214,SLC33A1,solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]
cg22631127,SAP30,Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]
cg23261372,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]
cg23380307,METTL2B,methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]
cg23649088,C2orf69,chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]
cg24457897,SNRPA1,small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]
cg24510909,POLM,DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]
cg25778220,SMAD4,SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]
