id,gene,description
cg14281160,LLPH,LLP homolog, long-term synaptic facilitation [Source:HGNC Symbol;Acc:HGNC:28229]
cg14324927,SLAIN2,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]
cg15292101,CCDC136,coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]
cg15380914,RNF138,ring finger protein 138 [Source:HGNC Symbol;Acc:HGNC:17765]
cg15445000,MED1,mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]
cg15594528,PTS,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]
cg15635341,NAA38,N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]
cg15712341,PSMD11,proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]
cg15828427,FBXW9,F-box and WD repeat domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28136]
cg15936318,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
cg16487280,MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
cg16658719,TGFB2,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
cg16658737,ZNF529,zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]
cg16718920,HP1BP3,heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]
cg16935258,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]
cg17073859,EDNRA,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
cg17897148,EEFSEC,eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]
cg18288168,RSPH3,radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]
cg19260201,ALMS1,ALMS1, centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]
cg19536127,CALM2,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
cg19817165,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093]
cg20098887,RAB32,RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]
cg20222376,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
cg20410381,TGFB1,transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]
cg20731804,C6orf226,chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431]
cg20988549,PPIH,peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]
cg21522254,MED21,mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]
cg22163406,MANBAL,mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]
cg22266470,JOSD2,Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]
cg22670128,UBE2J2,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
cg24608205,SF3B4,splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]
cg25129837,YIF1A,Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]
cg25948980,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]
cg26057969,TPRA1,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]
cg26496291,UNC13A,unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]
cg26834418,CHORDC1,cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]
cg27153400,ISOC2,isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26278]
