id,gene,description
cg01552059,QARS,glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]
cg01555432,PLEKHM2,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
cg01599633,PITPNC1,phosphatidylinositol transfer protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]
cg01706566,BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
cg01770362,SLC25A37,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
cg01787884,AP1AR,adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]
cg01800816,CD2BP2,CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]
cg01813026,RPLP2,ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]
cg01821058,MMP2,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]
cg01868559,STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
cg01986131,TMEM101,transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]
cg02055253,DCAF4,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
cg02152351,SLC35B3,solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601]
cg02159610,PRRT2,proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]
cg02205739,PRRX2,paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
cg02266086,COL11A2,collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]
cg02290823,TMED1,transmembrane p24 trafficking protein 1 [Source:HGNC Symbol;Acc:HGNC:17291]
cg02313172,AKT1,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]
cg02317785,WDR5B,WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]
cg02396496,CYGB,cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]
cg02460120,USP15,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]
cg02467002,ZNF600,zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]
cg02478379,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
cg02481307,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]
cg02494664,SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
cg02539714,RHOF,ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]
cg02570004,FBXO11,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]
cg02669349,DDIT4,DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]
cg02697423,GPR161,G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]
cg02704907,HIST1H2BK,histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]
cg02718531,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]
cg02720207,SIRT1,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]
cg02731980,VPS37C,VPS37C, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:26097]
cg02793739,NEU3,neuraminidase 3 [Source:HGNC Symbol;Acc:HGNC:7760]
cg02821500,CHIC2,cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02875558,PLXDC1,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
cg02904235,RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
cg02908490,CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
cg02924534,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
cg02925229,RBP1,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]
cg02974655,TSKU,tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]
cg02988267,ZZZ3,NA
cg03025061,EIF3E,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
cg03078972,SNAI1,snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]
cg03088475,ZNF251,zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045]
cg03089870,KIF13A,kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566]
cg03179429,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
cg03212674,CLK2,CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
cg03213860,PAK1,p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]
cg03252977,TBC1D20,TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]
cg03273025,LIG1,DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]
cg03278643,EVC2,EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]
cg03347416,MECOM,MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]
cg03352438,POLR3H,RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]
cg03368690,NSMCE1,NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]
cg03498383,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]
cg03524611,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
cg03608974,ZAK,NA
cg03623770,C10orf58,NA
cg03732295,IMPAD1,inositol monophosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26019]
cg03749507,TAF6L,TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]
cg03827118,RAB5A,RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
cg03880683,SFRS3,NA
cg03888862,RAB28,RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]
cg03962527,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
cg04036329,ULK2,unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]
cg04137171,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]
cg04203758,NETO2,neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]
cg04379738,POLE2,DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]
cg04402095,HDGF,heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]
cg04420319,ZNF26,zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]
cg04490349,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
cg04522604,C5orf13,NA
cg04635671,SCN1B,sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]
cg04663564,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
cg04846203,MPZL1,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]
cg04852821,ANGEL1,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
cg04891094,GGA1,golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
cg04923576,BMP8A,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650]
cg05047710,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
cg05108547,TAP2,transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
cg05243389,MYEF2,myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]
cg05304331,ZNF561,zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]
cg05308656,ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]
cg05431626,NDFIP2,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
cg05483406,ZNF34,zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
cg05485060,CTNNAL1,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]
cg05493526,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]
cg05541125,ATP5O,NA
cg05823563,C9orf125,NA
cg05844852,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]
cg05899224,SEC11C,SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]
cg05906777,MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
cg05941624,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]
cg05995220,RBM38,RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]
cg06024411,FBLN7,fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
cg06414073,GAS2L3,growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]
cg06555490,CSNK1A1,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]
cg06613012,ST3GAL4,ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
cg06652632,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]
cg06842519,SYDE2,synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]
cg06873352,STRADA,STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]
cg06919490,TMEM192,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
cg06940574,ICMT,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
cg07046885,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
cg07139928,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]
cg07185174,OGFR,opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]
cg07262244,LIMS2,LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]
cg07304068,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg07312854,BMPR2,bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]
cg07318050,C1orf57,NA
cg07377662,METRNL,meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]
cg07399977,FAM46B,family with sequence similarity 46 member B [Source:HGNC Symbol;Acc:HGNC:28273]
cg07428648,MLL,NA
cg07639483,ZBED4,zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721]
cg07680232,SEC24D,SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]
cg07698901,PDGFRA,platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]
cg07765167,MRPL45,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
cg07830103,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
cg08052882,NNT,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
cg08069712,LENG1,leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]
cg08092637,PCGF1,polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]
cg08279316,MERTK,MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]
cg08282385,ZNF480,zinc finger protein 480 [Source:HGNC Symbol;Acc:HGNC:23305]
cg08287994,PHIP,pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]
cg08295608,C14orf79,NA
cg08301526,SLC39A3,solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]
cg08342675,BZW1,basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]
cg08381325,ORC4L,NA
cg08404299,MT1F,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
cg08537215,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]
cg08623888,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]
cg08705697,PCDH9,protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]
cg08866780,APP,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
cg08898349,TRUB1,TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]
cg09130963,DHCR24,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
cg09140851,SH2D4A,SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]
cg09253150,C3orf39,NA
cg09257332,ZFP82,ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]
cg09285418,TBC1D8,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
cg09397375,ZNF672,zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]
cg09489743,CTNNB1,catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]
cg09757107,CDC42EP4,CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]
cg09764206,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
cg09788352,CLN6,CLN6, transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]
cg09814151,TSC22D1,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]
cg09896999,ZNF12,zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]
cg09909877,GCAT,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]
cg10090217,TBRG4,transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]
cg10107382,ZCCHC3,zinc finger CCHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]
cg10143731,BAT2L2,NA
cg10172107,SKIL,SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]
cg10333520,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]
cg10336108,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
cg10482632,CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]
cg10716823,RPLP1,ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]
cg10779317,USP22,ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]
cg10823844,FGFR1,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
cg10993409,PROS1,protein S [Source:HGNC Symbol;Acc:HGNC:9456]
cg11028445,FAM96A,family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]
cg11088051,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
cg11909310,GTPBP10,GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]
cg11959708,VARS2,valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]
cg11971077,SEC61A2,Sec61 translocon alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:17702]
cg12049088,MYH9,myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
cg12065943,AKAP10,A-kinase anchoring protein 10 [Source:HGNC Symbol;Acc:HGNC:368]
cg12201961,CD83,CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]
cg12344490,HDHD2,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364]
cg12470377,LMAN2,lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]
cg12483876,MMP24,matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]
cg12484370,NFIB,nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]
cg12656487,ODF2L,outer dense fiber of sperm tails 2 like [Source:HGNC Symbol;Acc:HGNC:29225]
cg12876038,ZNF16,zinc finger protein 16 [Source:HGNC Symbol;Acc:HGNC:12947]
cg12941369,PDCD6IP,programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
cg12947447,FBXL14,F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]
cg12968701,MARS,methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]
cg13011429,FAM116A,NA
cg13132404,FHL3,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]
cg13158291,MCM6,minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]
cg13353311,DEPDC1B,DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]
cg13419814,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta [Source:HGNC Symbol;Acc:HGNC:5385]
cg13709639,TUBA1B,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]
cg14212953,TMEM107,transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]
cg14221264,CKAP2,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]
cg14310730,C9orf156,NA
cg14325649,RBMS1,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
cg14376170,NES,nestin [Source:HGNC Symbol;Acc:HGNC:7756]
cg14388783,TEX10,testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]
cg14642833,ZWINT,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]
cg14665951,SLC4A3,solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]
cg15241708,CNOT6,CCR4-NOT transcription complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14099]
cg15432711,STIP1,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]
cg15454857,RPUSD2,RNA pseudouridylate synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]
cg15563952,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]
cg15633273,EPHX1,epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]
cg15842116,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]
cg16243646,PLA2G12A,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
cg16416718,CAMTA1,calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]
cg16863447,TMEM117,transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]
cg16908860,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]
cg17168830,ZNF195,zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]
cg17203840,TXNDC15,thioredoxin domain containing 15 [Source:HGNC Symbol;Acc:HGNC:20652]
cg17302852,FXR1,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]
cg17637556,PACRGL,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
cg17852997,CRYL1,crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]
cg17855783,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]
cg17866455,SCAND2,NA
cg17919465,MTMR3,myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]
cg18027174,ADPRH,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
cg18049676,N4BP3,NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]
cg18273818,KIAA0947,NA
cg18450832,C5orf42,chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]
cg18724342,C6orf129,NA
cg18914892,CLK2P,NA
cg19071627,ARPC1A,actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]
cg19076659,KDM3B,lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]
cg19245381,ADORA2B,adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]
cg19321018,EPS8,epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]
cg19391265,ZNF136,zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]
cg19586881,STC2,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
cg19658829,UBC,ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]
cg19716816,GMCL1,germ cell-less, spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23843]
cg19766988,EIF3G,eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]
cg19789473,C17orf63,NA
cg20064704,PIGU,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]
cg20170110,SORCS2,sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]
cg20322375,TMTC2,transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:25440]
cg20546263,C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
cg20603181,SSSCA1,Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
cg20707666,ACTR6,ARP6 actin related protein 6 homolog [Source:HGNC Symbol;Acc:HGNC:24025]
cg21000021,MYBBP1A,MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]
cg21398469,CCNG2,cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]
cg21415347,ZBTB40,zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]
cg22242345,B3GNTL1,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]
cg22274829,RASGEF1B,RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]
cg22545112,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]
cg22775000,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
cg22793614,LETMD1,LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]
