id,gene,description
cg03254627,PSME3,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]
cg03322548,ZNF141,zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]
cg03410903,DAGLA,diacylglycerol lipase alpha [Source:HGNC Symbol;Acc:HGNC:1165]
cg03531512,TFIP11,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
cg03571225,TRIM25,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
cg03915945,TFB1M,transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]
cg03941587,FGF2,fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]
cg03980304,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
cg04143346,AGL,amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]
cg04166432,UBE2E3,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]
cg04521765,LOXL4,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]
cg04573175,CDADC1,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
cg04578090,PROCA1,protein interacting with cyclin A1 [Source:HGNC Symbol;Acc:HGNC:28600]
cg04632671,PPARG,peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]
cg04826215,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]
cg04842828,IFNAR1,interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
cg04844995,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]
cg04857257,OSGIN2,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]
cg04864640,PSMA3,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
cg04879506,BRPF1,bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
cg05401522,NAA16,N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]
cg05471090,CYB5A,cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]
cg05592398,LIMK1,LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]
cg05638776,FAM21C,NA
cg05666372,TUFM,Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]
cg05671018,LYSMD2,LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]
cg05940536,ACVR1B,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]
cg05965430,MCRS1,microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]
cg06067032,RNF6,ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069]
cg06155606,MRPL17,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]
cg06253956,MLF2,myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126]
cg06777352,ITPRIPL2,ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]
cg06815817,ZNF212,zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]
cg06825512,APCDD1,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]
cg06847283,SMARCAL1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]
cg06886059,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
cg06928924,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg06948937,CDK18,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]
cg07125725,ZKSCAN1,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
cg07197059,EFS,embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]
cg07448319,ZNF620,zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]
cg07544451,SNAPC1,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
cg07647825,SLC46A3,solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]
cg07656304,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
cg07817279,SFRS1,NA
cg07908160,MKS1,Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]
cg07960067,MBOAT2,membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]
cg07982057,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
cg08027199,GTDC1,glycosyltransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20887]
cg08163803,EFHA1,NA
cg08208812,HBP1,HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]
cg08257923,CHST1,carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]
cg08340277,POLR3A,RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074]
cg08627604,NUP155,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]
cg08670517,UBQLN1,ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]
cg08987251,GOT2,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
cg09013092,DEF8,differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]
cg09019013,NBR1,NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
cg09163369,C1orf107,NA
cg09700630,CNIH2,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]
cg09824721,RPL22L1,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]
cg10035321,CLASP1,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
cg10134141,ZNF461,zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]
cg10244461,LEPREL1,NA
cg10377582,POU6F1,POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]
cg10503854,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]
cg11096108,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
cg11200858,UNC93B1,unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]
cg11614536,KIAA1462,NA
cg11965671,CCNJL,cyclin J like [Source:HGNC Symbol;Acc:HGNC:25876]
cg12718440,MORN4,MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]
cg12726807,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg13049629,SHQ1,SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]
cg13390800,DCHS1,dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]
cg13393754,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]
cg14522055,DAPK2,death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]
cg14865907,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]
cg14876761,MFSD7,NA
cg14974772,FBLN5,fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]
cg15421984,RICTOR,RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]
cg15443145,ADH5,alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]
cg15487600,DPM3,dolichyl-phosphate mannosyltransferase subunit 3 [Source:HGNC Symbol;Acc:HGNC:3007]
cg15646382,TMCO6,transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]
cg15745401,P2RY6,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]
cg17957801,VPS53,VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
cg18641151,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]
cg18678763,RRM1,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]
cg18697156,KLHL7,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
cg19037388,ATP13A1,ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]
cg19047180,KIAA1279,NA
cg19255853,LOC93622,NA
cg19355621,EIF4G2,eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]
cg19495650,JMJD1C,jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]
cg19870978,FAM53C,family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]
cg20263435,AGPAT6,NA
cg20335185,MSTO2P,misato family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:26329]
cg21197678,FRMD3,FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]
cg21251230,ZBTB43,zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]
cg22186600,ZNF143,zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]
cg22555392,CISH,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
cg22957201,TMEM44,transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
cg23691220,SFT2D2,SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]
cg23836139,ZNF498,NA
cg24176566,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
cg24431096,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]
cg26540931,TTYH3,tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]
cg26786924,PNKD,paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]
cg27372027,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]
