id,gene,description
cg00591660,CCNF,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
cg00592643,BTBD3,BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]
cg00594300,ITFG3,NA
cg00597076,MYO1C,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
cg00607566,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]
cg00608534,RAD51,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]
cg00611535,RAB5B,RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]
cg00622654,DOCK1,dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
cg00642615,PAQR5,progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]
cg00651216,HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]
cg00651401,TNK2,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
cg00666845,JUP,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
cg00751072,SSBP4,single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]
cg00757414,TPST1,tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]
cg00757789,WDTC1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]
cg00770265,SDR39U1,short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]
cg00771170,DAPK3,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]
cg00785193,CRIM1,cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]
cg00797346,MEIS2,Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]
cg00801940,FAM53B,family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]
cg00807892,MOBKL1A,NA
cg00817189,TMEM128,transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]
cg00820919,PLEKHH2,pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]
cg00828305,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]
cg00830526,NUDT19,nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]
cg00831909,PDPN,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
cg00833394,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
cg00840516,HYAL2,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]
cg00841001,CDC25A,cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]
cg00849943,HPSE,heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
cg00863986,NBPF15,NBPF member 15 [Source:HGNC Symbol;Acc:HGNC:28791]
cg00866667,EID2,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
cg00871133,STARD3,StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
cg00871560,TMEM108,transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]
cg00910127,AARS2,alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]
cg00912939,PRKRIP1,PRKR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21894]
cg00921973,DPM2,dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]
cg00978698,ZNF394,zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832]
cg00993400,ZNF692,zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]
cg01015416,PTPN12,protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
cg01022879,CCDC99,NA
cg01030476,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
cg01036409,FAM20A,FAM20A, golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]
cg01050920,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]
cg01055562,COG2,component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]
cg01059100,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
cg01060964,CDK5RAP1,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]
cg01065960,ERAL1,Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]
cg01068412,ZNF416,zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]
cg01095157,GORASP2,golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]
cg01098785,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
cg01106145,ANO10,anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]
cg01106412,OSBPL3,oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
cg01115990,PRSS27,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]
cg01146320,OAF,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
cg01153872,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]
cg01154930,GAA,glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]
cg01181681,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
cg01184520,ZNRF1,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]
cg01239651,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01256846,C15orf38,NA
cg01256987,GXYLT1,glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]
cg01261798,DPYSL4,dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]
cg01263532,PTER,phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]
cg01271129,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]
cg01298758,USP47,ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]
cg01305127,DGCR6,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]
cg01305328,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
cg01354088,KLF11,Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]
cg01355753,SEPHS2,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
cg01373189,N4BP2L1,NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]
cg01376079,SSH3,slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
cg01378158,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
cg01396418,PEX11G,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
cg01407062,PRC1,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]
cg01421119,C1orf97,NA
cg01422009,MPG,N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]
cg01430385,GTPBP4,GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]
cg01433520,SEC13,SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]
cg01436526,ECSIT,ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]
cg01442843,RASSF5,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
cg01455880,DFNB31,NA
cg01513714,BCL11B,B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]
cg01519765,ETV5,ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]
cg01539186,GZF1,GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]
cg01545242,ASF1B,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
cg01566283,ZNF192,NA
cg01576340,CTNNBIP1,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
cg01587771,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
cg01618530,ATP6V1H,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]
cg01627483,MTMR9L,NA
cg01630150,SHC4,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]
cg01641778,BRD2,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
cg01643320,MRPS24,mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]
cg01672455,CEMP1,cementum protein 1 [Source:HGNC Symbol;Acc:HGNC:32553]
cg01713348,C16orf91,chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]
cg01716667,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]
cg01720941,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
cg01724041,CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
cg01732415,MFF,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]
cg01738638,APLP2,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]
cg01744130,KDM3A,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]
cg01750157,GPRC5C,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]
cg01758993,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
cg01771416,NFKBIZ,NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]
cg01775098,MEGF8,multiple EGF like domains 8 [Source:HGNC Symbol;Acc:HGNC:3233]
cg01778153,SERGEF,secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
cg01781662,METTL11A,NA
cg01785046,MTERF,NA
cg01792902,PIK3CA,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
cg01795562,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]
cg01796511,EIF3M,eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]
cg01798443,RPSA,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]
cg01803059,SMAD1,SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]
cg01804429,YTHDC1,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
cg01808739,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg01834151,KIAA1370,NA
cg01841118,MGAT4A,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:HGNC:7047]
cg01849970,FCHSD1,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
cg01870962,MAFF,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
cg01883195,DCBLD1,discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]
cg01893669,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
cg01893681,CCNG1,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]
cg01906055,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]
cg01910869,EDNRB,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]
cg01939274,FBN2,fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
cg01939883,IRS2,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]
cg01942719,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
cg01946442,ZRANB2,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
cg01962077,FABP5,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
cg01966344,DEPDC5,DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]
cg01971181,MFSD1,major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]
cg01989461,GTF2A1,general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]
cg01996091,CCDC94,coiled-coil domain containing 94 [Source:HGNC Symbol;Acc:HGNC:25518]
cg01999046,TRAF2,TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]
cg02016838,ZC3H12C,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]
cg02058108,SSPN,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
cg02062123,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]
cg02067535,LRRC33,NA
cg02085210,ODC1,ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]
cg02130027,CD2AP,CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]
cg02147791,SAP18,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]
cg02155796,CRIP2,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
cg02161262,BIN1,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
cg02176725,SLC35C1,solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]
cg02189719,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]
cg02201132,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]
cg02204205,GRB10,growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]
cg02208432,ACER3,alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
cg02213475,FAM164C,NA
cg02214414,FLYWCH1,FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404]
cg02217814,FAM125A,NA
cg02234314,ZNF628,zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
cg02235760,RAB5C,RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]
cg02243630,KIAA0922,NA
cg02247898,SAMD4A,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
cg02259698,PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
cg02291204,CDC42BPA,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]
cg02319392,HSBP1,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]
cg02330214,PRDM2,PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
cg02332500,C5orf43,NA
cg02346282,BTF3,basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
cg02350107,ZNF575,zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]
cg02356435,PLCL2,phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]
cg02362506,C4orf52,NA
cg02363950,CRABP2,cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]
cg02377915,PPM1F,protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]
cg02379107,KIAA1755,KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372]
cg02399645,DPYSL3,dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]
cg02418535,NIT2,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]
cg02420886,C7orf23,NA
cg02438054,FEM1A,fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
cg02438892,LOC401010,NA
cg02447229,TMEM181,transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]
cg02454483,NAP1L4,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]
cg02481714,TNRC6B,trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190]
cg02497700,ZNF238,NA
cg02499576,ZNF335,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
cg02507578,NFE2L2,nuclear factor, erythroid 2 like 2 [Source:HGNC Symbol;Acc:HGNC:7782]
cg02528979,SEC31A,SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
cg02542704,ARHGAP17,Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]
cg02588309,TTC33,tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]
cg02589501,USP46,ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]
cg02592615,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4920]
cg02609473,MEIS1,Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]
cg02621032,ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]
cg02627216,IGFBP4,insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]
cg02628801,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]
cg02630207,SRBD1,S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]
cg02653521,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg02672854,HCG11,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
cg02674114,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]
cg02680487,DDR1,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]
cg02682829,PRPF4B,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]
cg02683363,ZNF579,zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]
cg02689023,STK39,serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]
cg02700478,TRIB2,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
cg02708341,PTMA,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
cg02724435,TBC1D5,TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]
