id,gene,description
cg05078726,SH2B1,SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]
cg05133314,GPR153,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]
cg05285228,POT1,protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284]
cg05318777,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]
cg06160171,ARSJ,arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]
cg06277849,ANKRD37,ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
cg06284244,YES1,YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]
cg06406157,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]
cg06441106,TUFT1,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
cg06452513,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
cg06499565,NDRG3,NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]
cg06724108,CBLL1,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]
cg06757436,NUP133,nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]
cg07095671,C8orf59,chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:32235]
cg07257042,STAT5B,signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
cg07747515,FADS3,fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]
cg08152926,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
cg08342721,UNC5B,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]
cg08514994,STAU1,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
cg08712824,TNKS1BP1,tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]
cg08748948,SCARF2,scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]
cg08886482,TMEM201,transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
cg08886546,HOMER3,homer scaffolding protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]
cg08939008,ZDHHC18,zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]
cg09809242,MKI67IP,NA
cg09938768,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]
cg10582648,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]
cg10589848,FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
cg10935586,RNF114,ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]
cg10954182,NFYB,nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]
cg11141497,TAF10,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]
cg11228717,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]
cg11629232,EPN1,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
cg11715725,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
cg12099051,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]
cg12249809,ZNF792,zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]
cg12267291,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
cg13755373,RCOR1,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]
cg14131038,NCK2,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]
cg14242292,H2AFY,H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]
cg14947789,FBXO34,F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]
cg15964212,PLEKHH1,pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]
cg15971010,SLC47A1,solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]
cg16946439,MICAL2,microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
cg18317589,PNRC1,proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]
cg18591973,SMARCD1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]
cg19016967,SMARCD2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
cg19040483,DLC1,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
cg19478057,NRF1,nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]
cg19585100,PAPLN,papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]
cg19862860,C22orf25,NA
cg19863411,PCYT2,phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]
cg20117675,DHX16,DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]
cg20157398,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503]
cg20627971,CD59,CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]
cg20830965,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
cg22341471,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]
cg23155118,RP9P,RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]
cg26001467,METTL3,methyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:17563]
cg27610579,BAG2,BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
