id,gene,description
cg03860466,PRDX2,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]
cg03999372,IRX3,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]
cg04361126,SLC40A1,solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]
cg04437662,VPS18,VPS18, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:15972]
cg04552531,PDGFB,platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]
cg04569608,PLCB3,phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056]
cg04604142,LUC7L3,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
cg04764416,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
cg04828892,PPM1J,protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]
cg05065372,NT5C3,NA
cg05156805,AIFM3,apoptosis inducing factor, mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]
cg05157251,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]
cg05194114,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
cg05237543,MTDH,metadherin [Source:HGNC Symbol;Acc:HGNC:29608]
cg05331162,UFSP2,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
cg05346899,LASS4,NA
cg05390694,KIAA1024,KIAA1024 [Source:HGNC Symbol;Acc:HGNC:29172]
cg05432003,IFITM1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
cg05518543,MAEA,macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
cg05550861,C4orf3,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
cg05575058,FAM164A,NA
cg05657090,RNASEH2A,ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]
cg05672380,ALKBH6,alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]
cg05812599,CLPB,ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]
cg05846707,DDX50,DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]
cg05880452,FMNL2,formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]
cg05968988,KIAA0146,NA
cg05993306,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]
cg06024289,KRT18,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]
cg06041595,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
cg06085476,CLOCK,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]
cg06405206,NXPH3,neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
cg06427759,COMMD10,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]
cg06443863,C8orf33,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]
cg06642248,UBE2D1,ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]
cg06798642,TEC,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]
cg06884262,KHSRP,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]
cg06911238,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
cg06924622,ESYT2,extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]
cg07001447,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]
cg07158808,C15orf39,chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]
cg07290269,FAM60A,NA
cg07305215,ZFP161,NA
cg07306755,GEM,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]
cg07310916,NCL,nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
cg07553761,TRIM59,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
cg07728092,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]
cg07866131,TYRO3,TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]
cg08016310,MED25,mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]
cg08102256,GRASP,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
cg08110500,DCP1B,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
cg08131100,KRBA1,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
cg08229532,TOPBP1,DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
cg08268254,DCAF5,DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]
cg08405378,SMARCA4,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]
cg08762449,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
cg08892386,LPGAT1,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]
cg09053081,CD40,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
cg09105193,CPM,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]
cg09273772,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
cg09341423,SPTLC2,serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]
cg09446127,UBAC1,UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]
cg09881855,SNAI2,snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]
cg10140309,ADNP,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]
cg10164137,DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]
cg10284440,MLKL,mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]
cg10376731,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]
cg10533536,ADCK5,aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]
cg10582946,LCORL,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
cg10742957,FBXO17,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754]
cg10811474,ANGPTL4,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]
cg10871529,CNP,2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
cg10877050,PCCA,propionyl-CoA carboxylase alpha subunit [Source:HGNC Symbol;Acc:HGNC:8653]
cg10968187,MED28,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]
cg11753600,RP9,RP9, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]
cg11780934,ANKRD13B,ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]
cg12073353,MRPS23,mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
cg12430467,TJP1,tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]
cg12589387,YTHDF1,YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]
cg12650252,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
cg12994003,LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]
cg13010344,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]
cg13410446,TLE1,transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]
cg13443092,NXN,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
cg13465995,SURF6,surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]
cg13558199,HIC2,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]
cg13831329,PTGR1,prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]
cg13841742,OCIAD2,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
cg13904771,C10orf47,NA
cg14215464,SLC24A6,NA
cg14465900,FNBP1,formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]
cg14698297,C11orf80,chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]
cg14825887,WDSUB1,WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]
cg14837817,PYCRL,NA
cg15355146,MYCL1,NA
cg15376367,TBCA,tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]
cg15696627,MSX1,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]
cg15925179,UBXN7,UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]
cg16108253,LPCAT4,lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]
cg16142698,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]
cg16376612,PLDN,NA
cg16785344,PXN,paxillin [Source:HGNC Symbol;Acc:HGNC:9718]
cg17294237,PSD3,pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]
cg17432898,DTNBP1,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]
cg17447147,CENPC1,NA
cg17726266,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]
cg17859089,KLHL20,kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]
cg17865752,CCNT2,cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]
cg18433086,ABL2,ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]
cg19483159,DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
cg20601684,RAB18,RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]
cg21176629,SNHG6,small nucleolar RNA host gene 6 [Source:HGNC Symbol;Acc:HGNC:32965]
cg21634100,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
cg22005145,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]
cg22198615,DPP8,dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]
cg22209441,CRCP,CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
cg22828900,NTN4,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]
cg22886005,ILKAP,ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]
cg23045046,PARL,presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]
cg23241628,RTN4,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]
cg23641267,LPXN,leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]
cg23793263,EP400,E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]
cg25187463,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
cg25485435,RAMP1,receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]
cg26930626,BET1,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]
