id,gene,description
cg03036777,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
cg03048029,SYNJ1,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]
cg03063797,SAV1,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
cg03087897,PKN1,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]
cg03089870,KIF13A,kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566]
cg03267254,C21orf63,NA
cg03329160,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]
cg03393105,MRPS5,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]
cg03424478,ASAP2,ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
cg03524223,ZCCHC2,zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]
cg03607117,SFMBT1,Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]
cg03680032,SESN3,sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]
cg03717830,TRIM26,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]
cg03876622,CSDA,NA
cg03917623,RAB6A,RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
cg04096472,CREB3L2,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
cg04100190,COL9A2,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04561822,GNA11,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
cg04587829,FN3K,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04882349,FAM159A,NA
cg05216029,NECAP2,NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]
cg05245650,CDC42EP3,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
cg05261851,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]
cg05348871,PRR5L,proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]
cg05569124,CHEK1,checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
cg05592406,VSIG10,V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078]
cg05756257,SULF2,sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
cg05938285,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]
cg05949660,MICAL1,microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]
cg05965417,M6PR,mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]
cg06062519,ARID5B,AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]
cg06096805,FAM102A,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]
cg06121469,SPG11,SPG11, spatacsin vesicle trafficking associated [Source:HGNC Symbol;Acc:HGNC:11226]
cg06269035,CRAMP1L,NA
cg06272678,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
cg06452513,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
cg06547732,DOCK7,dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
cg06615754,ZNF551,zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]
cg06811467,ATP8B2,ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]
cg06927792,LENG9,leukocyte receptor cluster member 9 [Source:HGNC Symbol;Acc:HGNC:16306]
cg07164133,FRMD4B,FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]
cg07313709,RAB11FIP1,RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]
cg07537798,NAT15,NA
cg07559992,SBNO2,strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]
cg07566050,PEA15,proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822]
cg07682663,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg07700234,PPM1L,protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]
cg07753967,FRG1B,NA
cg07780086,MRFAP1L1,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]
cg07830103,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
cg07982057,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
cg08367205,ARNTL,aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701]
cg08440162,RFC4,replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]
cg08745665,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
cg08869244,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]
cg09142020,AGAP1,ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]
cg09144709,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
cg09159285,KLHL21,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
cg09691861,SEPT11,septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
cg09879797,WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
cg10086030,EED,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]
cg10090217,TBRG4,transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]
cg10482024,AK3L1,NA
cg10716909,LOC647121,NA
cg10970409,VIPR1,vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]
cg11200358,C6orf62,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
cg11372683,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207]
cg11505240,COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]
cg11537406,SLC37A2,solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]
cg11695653,LDOC1L,NA
cg12072290,RILPL1,Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]
cg12167239,SLC25A1,solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]
cg12291552,GOLIM4,golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
cg12327405,GNAL,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
cg12447589,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
cg12486308,LTBP4,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717]
cg12548454,PSAT1,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
cg13277939,CTAGE5,CTAGE family member 5, ER export factor [Source:HGNC Symbol;Acc:HGNC:7057]
cg13514955,COMMD5,COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]
cg13567386,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg13676215,AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
cg13703948,ZAP70,zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]
cg13713218,KIAA1529,NA
cg13758899,ZFP3,ZFP3 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12861]
cg14121103,ABHD5,abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
cg14261780,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
cg14279899,IFNGR1,interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]
cg14415844,CCDC88C,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
cg14604369,SC4MOL,NA
cg14607011,C10orf125,NA
cg14611683,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
cg14639225,ITPR3,inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
cg14751914,SMAD7,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]
cg15782984,SLC26A8,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]
cg15893346,GUSB,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]
cg16099476,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
cg16299440,AGAP7,NA
cg16362133,SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]
cg16412986,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
cg16423756,UBASH3B,ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884]
cg16474696,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]
cg16742990,RNF146,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
cg17003376,ZNF202,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]
cg17172595,ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]
cg17300047,RCBTB2,RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]
cg17427102,RBM27,RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]
cg17461735,TLE4,transducin like enhancer of split 4 [Source:HGNC Symbol;Acc:HGNC:11840]
cg17633033,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]
cg17634588,EIF2C2,NA
cg17704570,ZNF562,zinc finger protein 562 [Source:HGNC Symbol;Acc:HGNC:25950]
cg17706896,MYPOP,Myb related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:HGNC:20178]
cg18062196,DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]
cg18179305,CETN3,centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]
cg18237551,ZNF300,zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]
cg18275051,CYB5R1,cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]
cg18280057,MTSS1,MTSS1, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:20443]
cg18351099,ZNF845,zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]
cg18470125,TOMM7,translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]
cg18688013,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]
cg18929903,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]
cg19156104,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
cg19476647,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]
cg19536127,CALM2,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
cg20261366,COX6C,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]
cg20633595,SMAD6,SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]
cg21431091,TMEM9,transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]
cg21503619,SERPINB8,serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]
cg21557180,ZNRF2,zinc and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:22316]
cg21583565,CDCA7,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
cg21783442,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
cg21867468,RNF14,ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
cg22005145,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]
cg22041707,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]
cg22082456,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
cg22083684,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]
cg22212238,EGR2,early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]
cg22398461,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
cg22563390,ISOC2,isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26278]
cg22905859,LOC728855,NA
cg22984439,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg23635580,ARL4D,ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]
cg23951258,ZNF879,zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]
cg24137770,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]
cg24286767,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
cg24295653,FHIT,fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]
cg24384816,SRC,SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
cg24535234,SLC16A13,solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
cg25404069,ABCF2,ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]
cg25527915,FRAT1,FRAT1, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:3944]
cg25582401,AGAP2,ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]
cg25714096,ORC2L,NA
cg25729068,TC2N,tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]
cg26251270,GPX7,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]
cg26585644,DCI,NA
cg26738904,SHKBP1,SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]
cg26740644,URGCP,upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]
cg26798850,ZNF529,zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]
