id,gene,description
cg00705908,ASAH1,N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]
cg00762662,OTUD1,OTU deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:27346]
cg00798876,TTYH3,tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]
cg00853068,FMNL1,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
cg00893242,SND1,staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]
cg00908631,CDKN2C,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]
cg01044662,C2orf3,NA
cg01059100,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
cg01105948,FRY,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
cg01141645,ASPH,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]
cg01177642,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
cg01248010,STK25,serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
cg01268824,ZNF154,zinc finger protein 154 [Source:HGNC Symbol;Acc:HGNC:12939]
cg01295600,PSMB8,proteasome subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]
cg01561916,HAAO,3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]
cg01592662,NTAN1,N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]
cg01604611,ADSL,adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]
cg01689928,PELI1,pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]
cg01720941,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
cg01730857,PUF60,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]
cg02067535,LRRC33,NA
cg02067846,PLCD1,phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]
cg02073525,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
cg02105326,HES6,hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]
cg02197938,PSMD12,proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]
cg02216295,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
cg02253552,ZNF248,zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]
cg02289127,PREB,prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]
cg02388999,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
cg02411974,FAR1,fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]
cg02441090,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]
cg02499576,ZNF335,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
cg02569115,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
cg02654291,C9orf64,chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]
cg02712878,FAIM,Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]
cg02822838,TFEB,transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
cg02899960,GLG1,golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]
cg03018058,RHBDD1,rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]
cg03080985,SH3BGRL2,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]
cg03125765,GATSL3,NA
cg03142365,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]
cg03361664,OSBPL5,oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]
cg03371918,PRKCA,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
cg03452895,GCA,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
cg03509329,LRRC16B,NA
cg03539765,LOC144571,NA
cg03931678,NUP210,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
cg03997390,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
cg04101806,AFF3,AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]
cg04146745,ZNF662,zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]
cg04317366,PRPF8,pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]
cg04399632,TXNDC11,thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
cg04424621,HIST1H2BJ,histone cluster 1 H2B family member j [Source:HGNC Symbol;Acc:HGNC:4761]
cg04545296,ZNF641,zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]
cg04837170,CCDC154,coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]
cg05047319,TMEM135,transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]
cg05165378,ZNF655,zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]
cg05540413,ZNF32,zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]
cg05657805,ZNF642,NA
cg05906777,MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
cg06043114,TSPAN2,tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]
cg06079710,RNLS,renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]
cg06232999,LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
cg06246950,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
cg06637938,RPS6KL1,ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]
cg06669752,SIL1,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]
cg06738602,PTGER2,prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]
cg06894032,SMTN,smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
cg07026490,KIFC3,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
cg07086380,TNFAIP8,TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]
cg07160163,SYK,spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
cg07160277,MARCH1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]
cg07332330,MYO1C,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg07847949,CHD7,chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]
cg07884734,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]
cg08014158,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]
cg08325885,PPP3CC,protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]
cg08358683,NNT,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
cg08625590,PLXDC2,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
cg08702941,BEND4,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
cg08830672,ATP6V0D1,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]
cg08955358,SLC45A4,solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
cg09056501,RNFT1,ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]
cg09105193,CPM,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]
cg09135866,ZNF611,zinc finger protein 611 [Source:HGNC Symbol;Acc:HGNC:28766]
cg09151381,PAIP2B,poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]
cg09155852,MAPKAP1,mitogen-activated protein kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]
cg09239756,CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
cg09367648,P4HTM,prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
cg09450367,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503]
cg09593286,SQRDL,NA
cg09747514,JMY,junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]
cg10377144,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]
cg10764101,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg10797387,INF2,inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]
cg11114063,STXBP5,syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]
cg11186933,TTC35,NA
cg11605355,SLC22A16,solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]
cg11666208,VCPIP1,valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]
cg12187049,MCCC2,methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]
cg12355862,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
cg12850810,HEBP2,heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]
cg12864568,SLCO4C1,solute carrier organic anion transporter family member 4C1 [Source:HGNC Symbol;Acc:HGNC:23612]
cg12926720,TGFBR2,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]
cg13559144,DDX55,DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]
cg13646917,PTPRJ,protein tyrosine phosphatase, receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]
cg13939462,PPIL1,peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]
cg14159818,C20orf27,chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]
cg14430738,ABT1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
cg14462645,PAQR8,progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]
cg14528319,GIPC1,GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
cg14633139,OGDH,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]
cg14776578,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
cg15236340,ZNF610,zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687]
cg15278699,PWWP2B,PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
cg15361231,GLRX2,glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
cg16092834,C4orf32,NA
cg16204509,ALDH1L2,aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]
cg16341159,DLG4,discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]
cg17567700,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
cg18174654,CD8A,CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
cg18251612,MAFB,MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]
cg18425877,INPP5F,inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]
cg19187185,RRAGD,Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]
cg19221369,TAF13,TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]
cg19498319,TSPAN13,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]
cg19569684,MGC29506,NA
cg19702703,AFAP1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
cg19764555,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
cg19782271,STK10,serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]
cg19873021,GPR108,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]
cg20122491,ZKSCAN5,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]
cg20182189,CDV3,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
cg20253659,LTBP1,latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]
cg20457147,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]
cg20645649,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
cg20690922,RHBDF2,rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]
cg21020944,AKAP11,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
cg21988067,SETD7,SET domain containing lysine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:30412]
cg22232616,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]
cg22628146,TESK2,testis-specific kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]
cg22704057,MTHFD2,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]
cg22710840,FAM72D,family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]
cg22722822,CHIC2,cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]
cg23097499,TNFRSF1B,TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
cg23141183,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
cg23155118,RP9P,RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]
cg23279559,USP25,ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]
cg23325384,ACSL3,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]
cg23344935,PRR13,proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]
cg23400904,C2orf42,chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]
cg23422583,C7orf70,NA
cg24073131,FAM164C,NA
cg24104611,C22orf9,NA
cg24370698,PGM1,phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]
cg24476569,ABCC4,ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
cg24759859,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]
cg25524530,RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]
cg25728362,EFCAB10,EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]
cg26084796,DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
cg27150171,MCRS1,microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]
