id,gene,description
cg07123170,PSMD6,proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]
cg07270175,NOC3L,NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
cg07369950,ZSCAN18,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]
cg07551364,MAP3K6,mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]
cg07645296,ITPR2,inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]
cg07671776,SH3PXD2A,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
cg07949597,ZNF75A,zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146]
cg07960944,LDLR,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
cg08288130,DOK2,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]
cg08438690,PPM1M,protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]
cg09253150,C3orf39,NA
cg09467607,FEZ2,fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]
cg09569869,FAM109B,family with sequence similarity 109 member B [Source:HGNC Symbol;Acc:HGNC:27161]
cg09577391,ZNF606,zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
cg09748749,ASL,argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]
cg09763839,CPEB2,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
cg10015871,KCNH3,potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:6252]
cg10134141,ZNF461,zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]
cg10190808,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]
cg10505415,OLFML2B,olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]
cg10973622,IMMT,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
cg11108432,PINX1,PIN2/TERF1 interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]
cg11249313,DOCK10,dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]
cg11458974,HMOX1,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
cg11512800,ENDOD1,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]
cg11613243,CCNE1,cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]
cg11648968,DDAH1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]
cg12260435,ALS2CR11,NA
cg12384572,USP4,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]
cg12410273,GOLM1,golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]
cg12706330,GHITM,growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]
cg13275679,HN1,NA
cg13383490,TSG101,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
cg14070162,PTRF,NA
cg14643330,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg14741153,PLCE1,phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]
cg15076659,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
cg15604242,RAB3D,RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]
cg15829663,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]
cg16655206,CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]
cg17098103,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]
cg17218026,ADAR,adenosine deaminase, RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
cg17425616,SNX2,sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]
cg18748686,TIMM44,translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]
cg18963800,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]
cg19880722,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470]
cg19881895,SLC43A3,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
cg20002354,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
cg20820997,IKZF2,IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]
cg20971158,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
cg21030419,SNX8,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
cg21250978,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]
cg21500342,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
cg23194609,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
cg23250910,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:HGNC:13505]
cg23913947,ZNF678,zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]
cg25187463,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
cg25758167,AGL,amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]
cg26135716,GLUL,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
cg26751513,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
