id,gene,description
cg10815202,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]
cg11086066,NFATC2,nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]
cg11114757,BIRC2,baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
cg11208853,LOC653113,NA
cg11362250,EHD4,EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]
cg11683732,C7orf23,NA
cg11886358,FLI1,Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]
cg11953334,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]
cg11968366,H1F0,H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714]
cg12051613,ATRIP,ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]
cg12407666,RIC8B,RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:HGNC:25555]
cg12914014,USP7,ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]
cg13120875,TPK1,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]
cg13343565,PLD2,phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]
cg13580934,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]
cg13648501,NR3C1,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]
cg14129169,ZNF788,zinc finger family member 788 [Source:HGNC Symbol;Acc:HGNC:33112]
cg14452650,EML4,echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]
cg15292101,CCDC136,coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]
cg15500320,JUN,Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]
cg15760943,ETV5,ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]
cg15992333,REEP5,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]
cg16239296,BTBD1,BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]
cg17108629,RAB38,RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]
cg17718457,PLIN5,perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]
cg18212055,RTKN2,rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]
cg18599996,GYG1,glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]
cg18697156,KLHL7,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
cg19040620,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]
cg19202325,WBSCR16,NA
cg19319069,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
cg19870978,FAM53C,family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]
cg20031659,MARCKS,myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]
cg20167074,S100A10,S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]
cg20302082,TMEM177,transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]
cg20397543,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
cg20410135,ZNF354A,zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]
cg21545720,PTP4A2,protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635]
cg21633208,SH2B3,SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]
cg22630875,DOCK5,dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]
cg22662788,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
cg22835709,INO80,INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]
cg24215727,ABCD3,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
cg25148456,MAP3K1,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
cg26504915,CARM1,coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]
cg26724450,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
cg26817573,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
cg27405010,HSBP1,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]
cg27440050,MAPK7,mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]
cg27498387,ANK1,ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
