id,gene,description
cg14511586,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
cg14525897,ARHGAP19,Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724]
cg15175129,MSRB3,methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]
cg15181151,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]
cg15407162,ZNF193,NA
cg15444978,MARK3,microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]
cg15822222,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
cg15864104,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
cg17304222,FLT4,fms related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
cg17327632,RSBN1L,round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
cg17931972,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
cg18226166,RTN2,reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]
cg18809841,CYC1,cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]
cg19631472,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]
cg19972590,C22orf28,NA
cg20234170,CAT,catalase [Source:HGNC Symbol;Acc:HGNC:1516]
cg21678388,ZNF354B,zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]
cg22370480,ADD2,adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
cg23324086,BCL11B,B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]
cg23684521,NPTN,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]
cg23686403,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]
cg24454143,FLT3,fms related tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]
cg24843443,DDX60L,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
cg24923526,SH3GL1,SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
cg25325038,AMOTL1,angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]
cg26839807,ZNF563,zinc finger protein 563 [Source:HGNC Symbol;Acc:HGNC:30498]
cg27270218,EIF6,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]
