id,gene,description
cg02311725,HCK,HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]
cg02330214,PRDM2,PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
cg02332500,C5orf43,NA
cg02343275,TMEM206,transmembrane protein 206 [Source:HGNC Symbol;Acc:HGNC:25593]
cg02485479,ZNF451,zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]
cg02637359,HSF2,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
cg02679955,LLGL2,LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]
cg02690256,PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
cg02835036,PXK,PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02893482,C20orf194,chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]
cg02896776,SARS,seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537]
cg03004599,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg03036452,TTC38,tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]
cg03042149,PDE8A,phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
cg03135598,SEPW1,NA
cg03195667,YPEL2,yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]
cg03196381,SELS,NA
cg03208409,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
cg03222009,HS6ST1,heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]
cg03302259,ACP5,acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]
cg03340119,LOC149134,NA
cg03341334,DUSP23,dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]
cg03344955,MCCC1,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
cg03354519,ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
cg03358887,C6orf72,NA
cg03359362,SLC1A5,solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
cg03379367,USP31,ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]
cg03496289,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
cg03506609,C1orf113,NA
cg03566479,TP53I3,tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]
cg03601354,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
cg03613649,FGF11,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
cg03887534,BCL2L13,BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
cg03919657,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
cg03980304,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
cg03989451,MAP1B,microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]
cg03995337,PROSC,NA
cg04099094,KCTD7,potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]
cg04157804,NBPF3,NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]
cg04222920,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
cg04311230,SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
cg04315434,CTSB,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
cg04350358,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]
cg04395689,ATP6V1B2,ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]
cg04490349,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
cg04501438,SP4,Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
cg04536765,BAT3,NA
cg04540406,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
cg04581377,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]
cg04581832,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
cg04658021,PER1,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
cg04722756,DENND4B,DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]
cg04770751,STXBP2,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
cg04794505,PBX3,PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]
cg04817908,NRGN,neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]
cg04823720,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
cg04890406,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]
cg04892919,MFSD6,major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
cg04907151,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]
cg04925385,DHRS12,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
cg05113734,DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
cg05194114,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
cg05258027,TBPL1,TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]
cg05272888,ANUBL1,NA
cg05277991,MITF,melanogenesis associated transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
cg05340597,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
cg05365670,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
cg05564266,C6orf204,NA
cg05582585,DCTN4,dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
cg05671585,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]
cg05674199,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
cg05725531,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]
cg05868799,NCOA2,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]
cg05974498,ZNF841,zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]
cg06040590,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]
cg06060335,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
cg06394476,ACTR2,ARP2 actin related protein 2 homolog [Source:HGNC Symbol;Acc:HGNC:169]
cg06409153,ABCA5,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
cg06419476,POU2F2,POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]
cg06508879,IGSF9B,immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
cg06600287,ECHDC2,enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]
cg06705237,FBP1,fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]
cg06754224,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]
cg06942685,ZNF542,NA
cg06988775,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
cg07046885,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
cg07145930,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
cg07338698,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg07356114,KBTBD11,kelch repeat and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104]
cg07380405,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
cg07392897,FKBP9,FK506 binding protein 9 [Source:HGNC Symbol;Acc:HGNC:3725]
cg07473175,AMIGO2,adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]
cg07824483,MAFG,MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
cg07862535,LUC7L2,LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]
cg07914107,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
cg07956515,FAM126A,family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]
cg07967677,TSTD1,thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]
cg07980216,OSBP2,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
cg08110500,DCP1B,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
cg08122232,EXOC7,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
cg08131100,KRBA1,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
cg08141806,FBXO21,F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]
cg08181646,SIK2,salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]
cg08455184,KLF1,Kruppel like factor 1 [Source:HGNC Symbol;Acc:HGNC:6345]
cg08531263,ZNF468,zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105]
cg08678925,ALPK3,alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]
cg08737815,SDHB,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
cg08777167,GPR135,G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]
cg08815320,FUK,fucokinase [Source:HGNC Symbol;Acc:HGNC:29500]
cg08863844,MRC2,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]
cg08898775,ADAM10,ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
cg08949974,RBM47,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]
cg09029571,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
cg09053081,CD40,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
cg09173587,PRNP,prion protein [Source:HGNC Symbol;Acc:HGNC:9449]
cg09184043,ZNF815,NA
cg09624910,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2 [Source:HGNC Symbol;Acc:HGNC:17044]
cg09704223,SEPX1,NA
cg09717809,BOLA3,bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]
cg09775780,ZNF286B,zinc finger protein 286B [Source:HGNC Symbol;Acc:HGNC:33241]
cg10057295,STK24,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
cg10119679,INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]
cg10154122,SPINT2,serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
cg10499172,DCPS,decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]
cg10830905,METTL10,NA
cg11072113,VWCE,von Willebrand factor C and EGF domains [Source:HGNC Symbol;Acc:HGNC:26487]
cg11088051,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
cg11257888,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
cg11393773,C6orf136,chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]
cg11395799,DENND2C,DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]
cg11495854,RNF145,ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]
cg11515215,LOC387647,NA
cg11542402,OPTN,optineurin [Source:HGNC Symbol;Acc:HGNC:17142]
cg11738162,VOPP1,VOPP1, WBP1/VOPP1 family member [Source:HGNC Symbol;Acc:HGNC:34518]
cg12048536,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2 [Source:HGNC Symbol;Acc:HGNC:20105]
cg12073479,WNT16,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]
cg12075144,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
cg12177010,SERF2,small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]
cg12191964,THADA,THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]
cg12306853,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]
cg12408494,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
cg12563480,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
cg12794432,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
cg13045639,PSMG1,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]
cg13055001,PPP1CA,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]
cg13282195,NAPRT1,NA
cg13521538,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
cg13560576,ERMP1,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
cg13740482,ADCY6,adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
cg13806767,PSMD14,proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]
cg14026927,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
cg14080001,SNX33,sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]
cg14215970,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383]
cg14420982,GNAQ,G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]
cg14459011,NHEDC2,NA
cg14519515,ADRBK1,NA
cg14599440,MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
cg15032239,CYFIP1,cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]
cg15044573,FAM53B,family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]
cg15175162,FBXL5,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]
cg15333689,SLU7,SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]
cg15336585,STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
cg15345388,CCT4,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
cg15626307,CTTNBP2NL,CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]
cg15683488,ZFYVE9,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
cg15846482,UEVLD,UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]
cg15975824,MAGI3,membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]
cg16489360,TMEM209,transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]
cg16568641,LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]
cg16961218,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]
cg17079530,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]
cg17100207,XPO7,exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]
cg17181543,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]
cg17215449,TYMP,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
cg17283447,ADPRH,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
cg17317266,EPOR,erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]
cg17460200,PRR24,NA
cg17629870,PLK2,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]
cg17780595,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]
cg17841992,AGAP3,ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]
cg17886959,MT2A,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
cg18206867,B3GNT2,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]
cg18212197,PPT1,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]
cg18400182,CD7,CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]
cg18513200,BOD1L,NA
cg18568653,SERGEF,secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
cg18804206,FLII,FLII, actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]
cg18815765,SEC14L1,SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
cg19071452,NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
cg19197523,WDYHV1,WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]
cg19280776,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]
cg19451038,ANKRD42,ankyrin repeat domain 42 [Source:HGNC Symbol;Acc:HGNC:26752]
cg19590858,EAPP,E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]
cg19696794,RREB1,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]
cg19699211,SDK2,sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]
cg19789762,ECSIT,ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]
cg20074395,SNPH,syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]
cg20114528,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
cg20333001,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]
cg20513950,ARAP1,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
cg20546263,C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
cg20679573,NRD1,NA
cg20679955,EMILIN2,elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]
cg20708411,CSNK1G3,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
cg20980271,CLCC1,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]
cg21082921,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
cg21365364,DTD1,D-tyrosyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]
cg21539371,ARF1,ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
cg21799053,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]
cg21855944,PPP1R9B,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]
cg22014398,MGAT4B,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:7048]
cg22056218,FERMT3,fermitin family member 3 [Source:HGNC Symbol;Acc:HGNC:23151]
cg23427859,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg23461906,C12orf23,NA
cg23698023,PTK2B,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
cg23711139,CLK2P,NA
cg24119045,UHRF2,ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]
cg24124145,CCRN4L,NA
cg24220766,BECN1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
cg24304268,AMIGO1,adhesion molecule with Ig like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824]
cg24313303,PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]
cg24365142,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
cg24477401,ARHGAP27,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]
cg24660828,B3GALNT2,beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]
cg24859158,SH3BGRL3,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
cg25380465,ZNF426,zinc finger protein 426 [Source:HGNC Symbol;Acc:HGNC:20725]
cg25424200,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
cg25628543,E2F7,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]
cg25771140,CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
cg25774020,FAM174A,family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943]
cg26314281,VPS8,VPS8, CORVET complex subunit [Source:HGNC Symbol;Acc:HGNC:29122]
cg26578274,PSMA4,proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
cg26727372,ME2,malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
cg26880963,RAVER2,ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]
cg27005118,COX10,COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]
cg27020253,HLA-L,major histocompatibility complex, class I, L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4970]
cg27099500,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]
cg27102332,TMEM150A,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]
